datetime,contract,open,close,high,low,return_close,signal,time,orig_sig,real_sig,strat_return,op_pos,cl_pos,transfee,strat_ret_cumsum,bench_return,bench_ret_cumsum,date
2021-04-30 09:47:00,IFZL.CFE,5129.0,5132.8,5136.0,5128.4,0.00082,-1,09:47:00,-1,-1,-0.00082,0,0,0.0,0.0010100000000000003,0.00082,-0.00237,2021-04-30
2021-04-30 09:48:00,IFZL.CFE,5132.6,5132.0,5134.2,5130.4,-0.00016,-1,09:48:00,-1,-1,0.00016,0,0,0.0,0.0011700000000000002,-0.00016,-0.00253,2021-04-30
2021-04-30 09:49:00,IFZL.CFE,5132.6,5130.8,5134.4,5130.4,-0.00023,-1,09:49:00,-1,-1,0.00023,0,0,0.0,0.0014000000000000002,-0.00023,-0.0027600000000000003,2021-04-30
2021-04-30 09:50:00,IFZL.CFE,5131.0,5135.0,5135.4,5129.0,0.00082,-1,09:50:00,-1,-1,-0.00082,0,0,0.0,0.0005800000000000002,0.00082,-0.0019400000000000003,2021-04-30
2021-04-30 09:51:00,IFZL.CFE,5135.0,5135.8,5136.6,5130.6,0.00016,0,09:51:00,0,0,0.0,0,1,0.0,0.0005800000000000002,0.00016,-0.0017800000000000003,2021-04-30
2021-04-30 09:52:00,IFZL.CFE,5135.4,5134.4,5136.8,5132.4,-0.00027,0,09:52:00,0,0,0.0,0,0,0.0,0.0005800000000000002,-0.00027,-0.00205,2021-04-30
2021-04-30 09:53:00,IFZL.CFE,5134.2,5136.4,5139.4,5134.0,0.00039,1,09:53:00,1,1,0.00039,1,0,0.0,0.0009700000000000002,0.00039,-0.0016600000000000002,2021-04-30
2021-04-30 09:54:00,IFZL.CFE,5136.6,5133.4,5136.6,5132.2,-0.00058,1,09:54:00,1,1,-0.00058,0,0,0.0,0.00039000000000000016,-0.00058,-0.0022400000000000002,2021-04-30
2021-04-30 09:55:00,IFZL.CFE,5133.2,5136.6,5137.0,5132.6,0.00062,0,09:55:00,0,0,0.0,0,1,0.0,0.00039000000000000016,0.00062,-0.0016200000000000003,2021-04-30
2021-04-30 09:56:00,IFZL.CFE,5136.6,5139.2,5139.6,5132.8,0.00051,1,09:56:00,1,1,0.00051,1,0,0.0,0.0009000000000000002,0.00051,-0.0011100000000000003,2021-04-30
2021-04-30 09:57:00,IFZL.CFE,5139.4,5142.2,5144.2,5139.4,0.00058,1,09:57:00,1,1,0.00058,0,0,0.0,0.0014800000000000002,0.00058,-0.0005300000000000003,2021-04-30
2021-04-30 09:58:00,IFZL.CFE,5142.2,5142.0,5143.2,5140.0,-4e-05,0,09:58:00,0,0,0.0,0,1,0.0,0.0014800000000000002,-4e-05,-0.0005700000000000003,2021-04-30
2021-04-30 09:59:00,IFZL.CFE,5141.0,5139.8,5142.2,5138.2,-0.00043,1,09:59:00,1,1,-0.00043,1,0,0.0,0.0010500000000000002,-0.00043,-0.0010000000000000002,2021-04-30
2021-04-30 10:00:00,IFZL.CFE,5139.6,5142.0,5143.2,5138.8,0.00043,0,10:00:00,0,0,0.0,0,1,0.0,0.0010500000000000002,0.00043,-0.0005700000000000002,2021-04-30
2021-04-30 10:01:00,IFZL.CFE,5141.6,5138.6,5141.6,5135.0,-0.00066,1,10:01:00,1,1,-0.00066,1,0,0.0,0.00039000000000000016,-0.00066,-0.0012300000000000002,2021-04-30
2021-04-30 10:02:00,IFZL.CFE,5138.6,5137.2,5139.4,5136.2,-0.00027,1,10:02:00,1,1,-0.00027,0,0,0.0,0.00012000000000000015,-0.00027,-0.0015000000000000002,2021-04-30
2021-04-30 10:03:00,IFZL.CFE,5137.6,5138.0,5141.2,5137.0,0.00016,1,10:03:00,1,1,0.00016,0,0,0.0,0.0002800000000000002,0.00016,-0.0013400000000000003,2021-04-30
2021-04-30 10:04:00,IFZL.CFE,5138.4,5140.0,5141.0,5135.6,0.00039,0,10:04:00,0,0,0.0,0,1,0.0,0.0002800000000000002,0.00039,-0.0009500000000000003,2021-04-30
2021-04-30 10:05:00,IFZL.CFE,5140.2,5138.6,5141.0,5137.4,-0.00027,-1,10:05:00,-1,-1,0.00027,1,0,0.0,0.0005500000000000001,-0.00027,-0.0012200000000000004,2021-04-30
2021-04-30 10:06:00,IFZL.CFE,5138.6,5143.6,5144.4,5137.2,0.00097,0,10:06:00,0,0,0.0,0,1,0.0,0.0005500000000000001,0.00097,-0.00025000000000000033,2021-04-30
2021-04-30 10:07:00,IFZL.CFE,5143.4,5141.0,5143.8,5139.2,-0.00051,0,10:07:00,0,0,0.0,0,0,0.0,0.0005500000000000001,-0.00051,-0.0007600000000000004,2021-04-30
2021-04-30 10:08:00,IFZL.CFE,5141.0,5136.6,5142.0,5136.6,-0.00086,-1,10:08:00,-1,-1,0.00086,1,0,0.0,0.0014100000000000002,-0.00086,-0.0016200000000000003,2021-04-30
2021-04-30 10:09:00,IFZL.CFE,5136.0,5133.4,5136.8,5132.6,-0.00062,-1,10:09:00,-1,-1,0.00062,0,0,0.0,0.00203,-0.00062,-0.0022400000000000002,2021-04-30
2021-04-30 10:10:00,IFZL.CFE,5132.8,5135.0,5135.8,5132.2,0.00031,0,10:10:00,0,0,0.0,0,1,0.0,0.00203,0.00031,-0.0019300000000000003,2021-04-30
2021-04-30 10:11:00,IFZL.CFE,5134.8,5132.8,5134.8,5131.6,-0.00043,0,10:11:00,0,0,0.0,0,0,0.0,0.00203,-0.00043,-0.00236,2021-04-30
2021-04-30 10:12:00,IFZL.CFE,5132.8,5135.6,5136.6,5131.0,0.00055,0,10:12:00,0,0,0.0,0,0,0.0,0.00203,0.00055,-0.00181,2021-04-30
2021-04-30 10:13:00,IFZL.CFE,5135.4,5133.4,5136.0,5131.8,-0.00043,0,10:13:00,0,0,0.0,0,0,0.0,0.00203,-0.00043,-0.00224,2021-04-30
2021-04-30 10:14:00,IFZL.CFE,5133.0,5136.8,5137.4,5131.4,0.00066,-1,10:14:00,-1,-1,-0.00066,1,0,0.0,0.0013700000000000001,0.00066,-0.0015799999999999998,2021-04-30
2021-04-30 10:15:00,IFZL.CFE,5137.4,5134.4,5137.4,5133.8,-0.00047,-1,10:15:00,-1,-1,0.00047,0,0,0.0,0.00184,-0.00047,-0.0020499999999999997,2021-04-30
2021-04-30 10:16:00,IFZL.CFE,5134.2,5132.6,5135.0,5131.0,-0.00035,-1,10:16:00,-1,-1,0.00035,0,0,0.0,0.00219,-0.00035,-0.0024,2021-04-30
2021-04-30 10:17:00,IFZL.CFE,5132.4,5134.0,5137.4,5132.4,0.00027,-1,10:17:00,-1,-1,-0.00027,0,0,0.0,0.00192,0.00027,-0.00213,2021-04-30
2021-04-30 10:18:00,IFZL.CFE,5134.0,5133.6,5134.6,5132.2,-8e-05,0,10:18:00,0,0,0.0,0,1,0.0,0.00192,-8e-05,-0.00221,2021-04-30
2021-04-30 10:19:00,IFZL.CFE,5133.6,5130.8,5133.6,5130.4,-0.00055,1,10:19:00,1,1,-0.00055,1,0,0.0,0.0013700000000000001,-0.00055,-0.0027600000000000003,2021-04-30
2021-04-30 10:20:00,IFZL.CFE,5131.4,5130.2,5132.4,5130.0,-0.00012,0,10:20:00,0,0,0.0,0,1,0.0,0.0013700000000000001,-0.00012,-0.00288,2021-04-30
2021-04-30 10:21:00,IFZL.CFE,5130.0,5134.8,5135.2,5129.0,0.0009,0,10:21:00,0,0,0.0,0,0,0.0,0.0013700000000000001,0.0009,-0.00198,2021-04-30
2021-04-30 10:22:00,IFZL.CFE,5134.8,5134.4,5135.0,5131.4,-8e-05,-1,10:22:00,-1,-1,8e-05,1,0,0.0,0.0014500000000000001,-8e-05,-0.00206,2021-04-30
2021-04-30 10:23:00,IFZL.CFE,5134.4,5138.0,5138.0,5134.0,0.0007,0,10:23:00,0,0,0.0,0,1,0.0,0.0014500000000000001,0.0007,-0.00136,2021-04-30
2021-04-30 10:24:00,IFZL.CFE,5139.0,5133.8,5139.0,5132.8,-0.00082,1,10:24:00,1,1,-0.00082,1,0,0.0,0.0006300000000000001,-0.00082,-0.00218,2021-04-30
2021-04-30 10:25:00,IFZL.CFE,5133.6,5133.8,5134.6,5132.4,0.0,-1,10:25:00,-1,-1,0.0,1,1,0.0,0.0006300000000000001,0.0,-0.00218,2021-04-30
2021-04-30 10:26:00,IFZL.CFE,5133.6,5132.6,5133.6,5131.0,-0.00023,0,10:26:00,0,0,0.0,0,1,0.0,0.0006300000000000001,-0.00023,-0.0024100000000000002,2021-04-30
2021-04-30 10:27:00,IFZL.CFE,5131.8,5129.4,5132.2,5128.4,-0.00062,1,10:27:00,1,1,-0.00062,1,0,0.0,1.0000000000000135e-05,-0.00062,-0.00303,2021-04-30
2021-04-30 10:28:00,IFZL.CFE,5129.4,5127.8,5130.6,5127.8,-0.00031,0,10:28:00,0,0,0.0,0,1,0.0,1.0000000000000135e-05,-0.00031,-0.00334,2021-04-30
2021-04-30 10:29:00,IFZL.CFE,5127.6,5127.4,5130.0,5127.2,-8e-05,0,10:29:00,0,0,0.0,0,0,0.0,1.0000000000000135e-05,-8e-05,-0.0034200000000000003,2021-04-30
2021-04-30 10:30:00,IFZL.CFE,5127.2,5126.4,5128.6,5125.2,-0.0002,-1,10:30:00,-1,-1,0.0002,1,0,0.0,0.00021000000000000014,-0.0002,-0.0036200000000000004,2021-04-30
2021-04-30 10:31:00,IFZL.CFE,5126.0,5127.0,5129.2,5124.8,0.00012,-1,10:31:00,-1,-1,-0.00012,0,0,0.0,9.000000000000014e-05,0.00012,-0.0035000000000000005,2021-04-30
2021-04-30 10:32:00,IFZL.CFE,5127.0,5122.4,5127.4,5121.0,-0.0009,-1,10:32:00,-1,-1,0.0009,0,0,0.0,0.0009900000000000002,-0.0009,-0.0044,2021-04-30
2021-04-30 10:33:00,IFZL.CFE,5122.2,5122.2,5124.0,5121.6,-4e-05,-1,10:33:00,-1,-1,4e-05,0,0,0.0,0.0010300000000000003,-4e-05,-0.00444,2021-04-30
2021-04-30 10:34:00,IFZL.CFE,5122.2,5125.6,5125.6,5121.4,0.00066,-1,10:34:00,-1,-1,-0.00066,0,0,0.0,0.0003700000000000003,0.00066,-0.0037800000000000004,2021-04-30
2021-04-30 10:35:00,IFZL.CFE,5125.6,5126.0,5128.0,5124.6,8e-05,-1,10:35:00,-1,-1,-8e-05,0,0,0.0,0.0002900000000000003,8e-05,-0.0037,2021-04-30
2021-04-30 10:36:00,IFZL.CFE,5126.2,5129.0,5129.0,5125.8,0.00059,-1,10:36:00,-1,-1,-0.00059,0,0,0.0,-0.0002999999999999997,0.00059,-0.00311,2021-04-30
2021-04-30 10:37:00,IFZL.CFE,5128.8,5127.0,5129.0,5125.4,-0.00039,0,10:37:00,0,0,0.0,0,1,0.0,-0.0002999999999999997,-0.00039,-0.0035,2021-04-30
2021-04-30 10:38:00,IFZL.CFE,5127.0,5126.4,5127.8,5125.4,-0.00012,0,10:38:00,0,0,0.0,0,0,0.0,-0.0002999999999999997,-0.00012,-0.00362,2021-04-30
2021-04-30 10:39:00,IFZL.CFE,5125.6,5127.4,5127.4,5124.2,0.0002,-1,10:39:00,-1,-1,-0.0002,1,0,0.0,-0.0004999999999999997,0.0002,-0.00342,2021-04-30
2021-04-30 10:40:00,IFZL.CFE,5127.4,5131.0,5132.6,5126.8,0.0007,1,10:40:00,1,1,0.0007,1,1,0.0,0.0002000000000000003,0.0007,-0.0027199999999999998,2021-04-30
2021-04-30 10:41:00,IFZL.CFE,5131.6,5131.4,5134.0,5131.0,8e-05,1,10:41:00,1,1,8e-05,0,0,0.0,0.0002800000000000003,8e-05,-0.0026399999999999996,2021-04-30
2021-04-30 10:42:00,IFZL.CFE,5131.4,5133.0,5133.4,5130.4,0.00031,1,10:42:00,1,1,0.00031,0,0,0.0,0.0005900000000000002,0.00031,-0.0023299999999999996,2021-04-30
2021-04-30 10:43:00,IFZL.CFE,5133.0,5132.4,5134.2,5131.4,-0.00012,1,10:43:00,1,1,-0.00012,0,0,0.0,0.00047000000000000026,-0.00012,-0.0024499999999999995,2021-04-30
2021-04-30 10:44:00,IFZL.CFE,5133.0,5130.6,5133.6,5130.2,-0.00035,0,10:44:00,0,0,0.0,0,1,0.0,0.00047000000000000026,-0.00035,-0.0027999999999999995,2021-04-30
2021-04-30 10:45:00,IFZL.CFE,5130.0,5132.2,5132.6,5128.8,0.00031,1,10:45:00,1,1,0.00031,1,0,0.0,0.0007800000000000003,0.00031,-0.0024899999999999996,2021-04-30
2021-04-30 10:46:00,IFZL.CFE,5131.4,5131.2,5133.8,5130.8,-0.00019,1,10:46:00,1,1,-0.00019,0,0,0.0,0.0005900000000000002,-0.00019,-0.0026799999999999997,2021-04-30
2021-04-30 10:47:00,IFZL.CFE,5131.2,5128.0,5131.2,5127.6,-0.00062,1,10:47:00,1,1,-0.00062,0,0,0.0,-2.9999999999999753e-05,-0.00062,-0.0032999999999999995,2021-04-30
2021-04-30 10:48:00,IFZL.CFE,5127.4,5126.4,5130.6,5126.4,-0.00031,0,10:48:00,0,0,0.0,0,1,0.0,-2.9999999999999753e-05,-0.00031,-0.0036099999999999995,2021-04-30
2021-04-30 10:49:00,IFZL.CFE,5126.4,5125.6,5127.4,5123.8,-0.00016,0,10:49:00,0,0,0.0,0,0,0.0,-2.9999999999999753e-05,-0.00016,-0.0037699999999999995,2021-04-30
2021-04-30 10:50:00,IFZL.CFE,5125.6,5129.6,5129.6,5124.8,0.00078,-1,10:50:00,-1,-1,-0.00078,1,0,0.0,-0.0008099999999999997,0.00078,-0.0029899999999999996,2021-04-30
2021-04-30 10:51:00,IFZL.CFE,5129.2,5131.4,5132.0,5128.4,0.00035,-1,10:51:00,-1,-1,-0.00035,0,0,0.0,-0.0011599999999999998,0.00035,-0.0026399999999999996,2021-04-30
2021-04-30 10:52:00,IFZL.CFE,5131.2,5127.2,5131.2,5127.0,-0.00082,1,10:52:00,1,1,-0.00082,1,1,0.0,-0.00198,-0.00082,-0.0034599999999999995,2021-04-30
2021-04-30 10:53:00,IFZL.CFE,5128.0,5128.0,5128.6,5127.4,0.00016,-1,10:53:00,-1,-1,-0.00016,1,1,0.0,-0.00214,0.00016,-0.0032999999999999995,2021-04-30
2021-04-30 10:54:00,IFZL.CFE,5127.8,5131.0,5131.6,5127.8,0.00059,-1,10:54:00,-1,-1,-0.00059,0,0,0.0,-0.00273,0.00059,-0.0027099999999999997,2021-04-30
2021-04-30 10:55:00,IFZL.CFE,5130.2,5130.8,5132.0,5129.4,-4e-05,0,10:55:00,0,0,0.0,0,1,0.0,-0.00273,-4e-05,-0.00275,2021-04-30
2021-04-30 10:56:00,IFZL.CFE,5130.6,5128.4,5130.8,5126.8,-0.00047,1,10:56:00,1,1,-0.00047,1,0,0.0,-0.0031999999999999997,-0.00047,-0.0032199999999999998,2021-04-30
2021-04-30 10:57:00,IFZL.CFE,5128.8,5128.6,5130.4,5127.0,4e-05,1,10:57:00,1,1,4e-05,0,0,0.0,-0.0031599999999999996,4e-05,-0.0031799999999999997,2021-04-30
2021-04-30 10:58:00,IFZL.CFE,5128.6,5127.6,5129.2,5127.6,-0.00019,-1,10:58:00,-1,-1,0.00019,1,1,0.0,-0.0029699999999999996,-0.00019,-0.0033699999999999997,2021-04-30
2021-04-30 10:59:00,IFZL.CFE,5127.6,5131.8,5131.8,5127.4,0.00082,-1,10:59:00,-1,-1,-0.00082,0,0,0.0,-0.0037899999999999995,0.00082,-0.0025499999999999997,2021-04-30
2021-04-30 11:00:00,IFZL.CFE,5131.8,5133.2,5134.0,5131.0,0.00027,1,11:00:00,1,1,0.00027,1,1,0.0,-0.0035199999999999997,0.00027,-0.00228,2021-04-30
2021-04-30 11:01:00,IFZL.CFE,5133.2,5134.8,5136.2,5130.2,0.00031,1,11:01:00,1,1,0.00031,0,0,0.0,-0.0032099999999999997,0.00031,-0.00197,2021-04-30
2021-04-30 11:02:00,IFZL.CFE,5135.0,5137.8,5137.8,5134.2,0.00058,0,11:02:00,0,0,0.0,0,1,0.0,-0.0032099999999999997,0.00058,-0.00139,2021-04-30
2021-04-30 11:03:00,IFZL.CFE,5137.4,5137.2,5138.4,5135.0,-0.00012,0,11:03:00,0,0,0.0,0,0,0.0,-0.0032099999999999997,-0.00012,-0.00151,2021-04-30
2021-04-30 11:04:00,IFZL.CFE,5136.4,5138.0,5138.2,5136.0,0.00016,0,11:04:00,0,0,0.0,0,0,0.0,-0.0032099999999999997,0.00016,-0.00135,2021-04-30
2021-04-30 11:05:00,IFZL.CFE,5137.6,5140.4,5141.4,5137.6,0.00047,1,11:05:00,1,1,0.00047,1,0,0.0,-0.00274,0.00047,-0.0008800000000000001,2021-04-30
2021-04-30 11:06:00,IFZL.CFE,5140.4,5143.0,5144.4,5139.0,0.00051,1,11:06:00,1,1,0.00051,0,0,0.0,-0.0022299999999999998,0.00051,-0.0003700000000000001,2021-04-30
2021-04-30 11:07:00,IFZL.CFE,5143.0,5143.2,5145.0,5140.6,4e-05,1,11:07:00,1,1,4e-05,0,0,0.0,-0.0021899999999999997,4e-05,-0.0003300000000000001,2021-04-30
2021-04-30 11:08:00,IFZL.CFE,5142.4,5144.6,5146.0,5142.2,0.00027,1,11:08:00,1,1,0.00027,0,0,0.0,-0.0019199999999999996,0.00027,-6.00000000000001e-05,2021-04-30
2021-04-30 11:09:00,IFZL.CFE,5144.4,5146.4,5146.4,5143.6,0.00035,1,11:09:00,1,1,0.00035,0,0,0.0,-0.0015699999999999996,0.00035,0.0002899999999999999,2021-04-30
2021-04-30 11:10:00,IFZL.CFE,5146.2,5146.2,5146.2,5144.6,-4e-05,1,11:10:00,1,1,-4e-05,0,0,0.0,-0.0016099999999999997,-4e-05,0.0002499999999999999,2021-04-30
2021-04-30 11:11:00,IFZL.CFE,5146.4,5152.2,5154.0,5146.4,0.00117,1,11:11:00,1,1,0.00117,0,0,0.0,-0.00043999999999999964,0.00117,0.0014199999999999998,2021-04-30
2021-04-30 11:12:00,IFZL.CFE,5152.0,5148.4,5153.2,5148.4,-0.00074,1,11:12:00,1,1,-0.00074,0,0,0.0,-0.0011799999999999996,-0.00074,0.0006799999999999998,2021-04-30
2021-04-30 11:13:00,IFZL.CFE,5148.4,5146.6,5150.6,5146.6,-0.00035,1,11:13:00,1,1,-0.00035,0,0,0.0,-0.0015299999999999997,-0.00035,0.00032999999999999984,2021-04-30
2021-04-30 11:14:00,IFZL.CFE,5147.0,5144.0,5147.6,5144.0,-0.00051,1,11:14:00,1,1,-0.00051,0,0,0.0,-0.0020399999999999997,-0.00051,-0.0001800000000000002,2021-04-30
2021-04-30 11:15:00,IFZL.CFE,5143.6,5144.2,5146.2,5143.2,4e-05,1,11:15:00,1,1,4e-05,0,0,0.0,-0.0019999999999999996,4e-05,-0.0001400000000000002,2021-04-30
2021-04-30 11:16:00,IFZL.CFE,5144.2,5148.0,5148.6,5143.8,0.00074,0,11:16:00,0,0,0.0,0,1,0.0,-0.0019999999999999996,0.00074,0.0005999999999999998,2021-04-30
2021-04-30 11:17:00,IFZL.CFE,5147.4,5151.8,5151.8,5146.0,0.00074,1,11:17:00,1,1,0.00074,1,0,0.0,-0.0012599999999999996,0.00074,0.0013399999999999998,2021-04-30
2021-04-30 11:18:00,IFZL.CFE,5151.8,5151.2,5152.4,5149.2,-0.00012,1,11:18:00,1,1,-0.00012,0,0,0.0,-0.0013799999999999997,-0.00012,0.0012199999999999997,2021-04-30
2021-04-30 11:19:00,IFZL.CFE,5151.0,5154.2,5157.6,5151.0,0.00058,-1,11:19:00,-1,-1,-0.00058,1,1,0.0,-0.00196,0.00058,0.0017999999999999997,2021-04-30
2021-04-30 11:20:00,IFZL.CFE,5154.2,5152.4,5154.8,5151.8,-0.00035,0,11:20:00,0,0,0.0,0,1,0.0,-0.00196,-0.00035,0.0014499999999999997,2021-04-30
2021-04-30 11:21:00,IFZL.CFE,5152.6,5148.6,5152.8,5148.0,-0.00074,0,11:21:00,0,0,0.0,0,0,0.0,-0.00196,-0.00074,0.0007099999999999997,2021-04-30
2021-04-30 11:22:00,IFZL.CFE,5148.2,5147.4,5149.0,5145.2,-0.00023,1,11:22:00,1,1,-0.00023,1,0,0.0,-0.00219,-0.00023,0.0004799999999999997,2021-04-30
2021-04-30 11:23:00,IFZL.CFE,5147.0,5144.0,5149.2,5143.4,-0.00066,1,11:23:00,1,1,-0.00066,0,0,0.0,-0.00285,-0.00066,-0.0001800000000000003,2021-04-30
2021-04-30 11:24:00,IFZL.CFE,5143.8,5144.4,5145.8,5142.8,8e-05,0,11:24:00,0,0,0.0,0,1,0.0,-0.00285,8e-05,-0.0001000000000000003,2021-04-30
2021-04-30 11:25:00,IFZL.CFE,5144.8,5143.8,5145.4,5141.0,-0.00012,0,11:25:00,0,0,0.0,0,0,0.0,-0.00285,-0.00012,-0.0002200000000000003,2021-04-30
2021-04-30 11:26:00,IFZL.CFE,5142.4,5138.6,5142.4,5138.4,-0.00101,0,11:26:00,0,0,0.0,0,0,0.0,-0.00285,-0.00101,-0.0012300000000000004,2021-04-30
2021-04-30 11:27:00,IFZL.CFE,5139.0,5140.8,5142.6,5139.0,0.00043,-1,11:27:00,-1,-1,-0.00043,1,0,0.0,-0.00328,0.00043,-0.0008000000000000004,2021-04-30
2021-04-30 11:28:00,IFZL.CFE,5140.8,5142.6,5143.0,5140.8,0.00035,-1,11:28:00,-1,-1,-0.00035,0,0,0.0,-0.00363,0.00035,-0.00045000000000000037,2021-04-30
2021-04-30 11:29:00,IFZL.CFE,5142.2,5143.4,5143.4,5141.0,0.00016,-1,11:29:00,-1,-1,-0.00016,0,0,0.0,-0.00379,0.00016,-0.0002900000000000003,2021-04-30
2021-04-30 11:30:00,IFZL.CFE,5143.2,5142.0,5143.2,5139.4,-0.00027,-1,11:30:00,-1,-1,0.00027,0,0,0.0,-0.00352,-0.00027,-0.0005600000000000004,2021-04-30
2021-04-30 13:01:00,IFZL.CFE,5138.2,5139.0,5142.0,5138.0,-0.00058,-1,13:01:00,-1,-1,0.00058,0,0,0.0,-0.00294,-0.00058,-0.0011400000000000004,2021-04-30
2021-04-30 13:02:00,IFZL.CFE,5139.0,5141.0,5141.8,5138.6,0.00039,-1,13:02:00,-1,-1,-0.00039,0,0,0.0,-0.00333,0.00039,-0.0007500000000000004,2021-04-30
2021-04-30 13:03:00,IFZL.CFE,5140.8,5139.6,5141.4,5139.2,-0.00027,-1,13:03:00,-1,-1,0.00027,0,0,0.0,-0.0030600000000000002,-0.00027,-0.0010200000000000005,2021-04-30
2021-04-30 13:04:00,IFZL.CFE,5139.2,5142.6,5143.2,5138.8,0.00058,1,13:04:00,1,1,0.00058,1,1,0.0,-0.0024800000000000004,0.00058,-0.0004400000000000005,2021-04-30
2021-04-30 13:05:00,IFZL.CFE,5142.4,5138.4,5142.6,5138.0,-0.00082,1,13:05:00,1,1,-0.00082,0,0,0.0,-0.0033000000000000004,-0.00082,-0.0012600000000000005,2021-04-30
2021-04-30 13:06:00,IFZL.CFE,5138.8,5135.2,5139.2,5134.0,-0.00062,-1,13:06:00,-1,-1,0.00062,1,1,0.0,-0.0026800000000000005,-0.00062,-0.0018800000000000006,2021-04-30
2021-04-30 13:07:00,IFZL.CFE,5135.2,5131.8,5135.2,5131.6,-0.00066,-1,13:07:00,-1,-1,0.00066,0,0,0.0,-0.0020200000000000005,-0.00066,-0.0025400000000000006,2021-04-30
2021-04-30 13:08:00,IFZL.CFE,5131.8,5129.0,5133.0,5128.4,-0.00055,-1,13:08:00,-1,-1,0.00055,0,0,0.0,-0.0014700000000000004,-0.00055,-0.0030900000000000007,2021-04-30
2021-04-30 13:09:00,IFZL.CFE,5129.2,5127.4,5130.0,5126.4,-0.00031,0,13:09:00,0,0,0.0,0,1,0.0,-0.0014700000000000004,-0.00031,-0.0034000000000000007,2021-04-30
2021-04-30 13:10:00,IFZL.CFE,5127.2,5124.0,5127.4,5123.8,-0.00066,0,13:10:00,0,0,0.0,0,0,0.0,-0.0014700000000000004,-0.00066,-0.004060000000000001,2021-04-30
2021-04-30 13:11:00,IFZL.CFE,5123.8,5114.0,5123.8,5113.6,-0.00195,-1,13:11:00,-1,-1,0.00195,1,0,0.0,0.0004799999999999995,-0.00195,-0.0060100000000000015,2021-04-30
